-671.5502466715169,511.125, 0.0, 14, 101
-661.3744481770497,517.0, 0.0, 14, 101
-661.3744481770497,505.25, 0.0, 14, 101
-661.3744481770497,493.5, 0.0, 14, 101
-661.3744481770497,481.75, 0.0, 14, 101
-661.3744481770497,470.0, 0.0, 14, 101
-661.3744481770497,458.25, 0.0, 14, 101
-661.3744481770497,434.75, 0.0, 14, 101
-651.1986496825824,522.875, 0.0, 14, 101
-651.1986496825824,511.125, 0.0, 14, 101
-651.1986496825824,499.375, 0.0, 14, 101
-651.1986496825824,487.625, 0.0, 14, 101
-651.1986496825824,475.875, 0.0, 14, 101
-651.1986496825824,464.125, 0.0, 14, 101
-651.1986496825824,452.375, 0.0, 14, 101
-651.1986496825824,440.625, 0.0, 14, 101
-651.1986496825824,428.875, 0.0, 14, 101
-651.1986496825824,417.125, 0.0, 14, 101
-641.0228511881153,517.0, 0.0, 14, 101
-641.0228511881153,505.25, 0.0, 14, 101
-641.0228511881153,493.5, 0.0, 14, 101
-641.0228511881153,481.75, 0.0, 14, 101
-641.0228511881153,470.0, 0.0, 14, 101
-641.0228511881153,458.25, 0.0, 14, 101
-641.0228511881153,446.5, 0.0, 14, 101
-641.0228511881153,434.75, 0.0, 14, 101
-641.0228511881153,423.0, 0.0, 14, 101
-641.0228511881153,411.25, 0.0, 14, 101
-641.0228511881153,399.5, 0.0, 14, 101
-641.0228511881153,387.75, 0.0, 14, 101
-630.847052693648,511.125, 0.0, 14, 101
-630.847052693648,499.375, 0.0, 14, 101
-630.847052693648,487.625, 0.0, 14, 101
-630.847052693648,475.875, 0.0, 14, 101
-630.847052693648,464.125, 0.0, 14, 101
-630.847052693648,452.375, 0.0, 14, 101
-630.847052693648,440.625, 0.0, 14, 101
-630.847052693648,428.875, 0.0, 14, 101
-630.847052693648,417.125, 0.0, 14, 101
-630.847052693648,405.375, 0.0, 14, 101
-630.847052693648,393.625, 0.0, 14, 101
-630.847052693648,381.875, 0.0, 14, 101
-620.6712541991809,446.5, 0.0, 14, 101
-620.6712541991809,434.75, 0.0, 14, 101
-620.6712541991809,423.0, 0.0, 14, 101
-620.6712541991809,411.25, 0.0, 14, 101
-620.6712541991809,399.5, 0.0, 14, 101
-620.6712541991809,387.75, 0.0, 14, 101
-620.6712541991809,376.0, 0.0, 14, 101
-620.6712541991809,364.25, 0.0, 14, 101
-620.6712541991809,352.5, 0.0, 14, 101
-620.6712541991809,340.75, 0.0, 14, 101
-610.4954557047137,440.625, 0.0, 14, 101
-610.4954557047137,428.875, 0.0, 14, 101
-610.4954557047137,417.125, 0.0, 14, 101
-610.4954557047137,405.375, 0.0, 14, 101
-610.4954557047137,393.625, 0.0, 14, 101
-610.4954557047137,381.875, 0.0, 14, 101
-610.4954557047137,370.125, 0.0, 14, 101
-610.4954557047137,358.375, 0.0, 14, 101
-610.4954557047137,346.625, 0.0, 14, 101
-610.4954557047137,334.875, 0.0, 14, 101
-610.4954557047137,323.125, 0.0, 14, 101
-600.3196572102464,399.5, 0.0, 14, 101
-600.3196572102464,387.75, 0.0, 14, 101
-600.3196572102464,376.0, 0.0, 14, 101
-600.3196572102464,364.25, 0.0, 14, 101
-600.3196572102464,352.5, 0.0, 14, 101
-600.3196572102464,340.75, 0.0, 14, 101
-600.3196572102464,329.0, 0.0, 14, 101
-600.3196572102464,317.25, 0.0, 14, 101
